DataObito,TipificacaoJuridico,Municipio,Bairro,Rua/Logradouro,RISP,IdadeEnvolvido,Genero,CorEnvolvido,Latitude,Longitude
1/15/2010,Homicídio Doloso,SERRA,CENTRAL CARAPINA,RUA MANOEL FERREIRA,RISP 01,54,1 - Masculino,PARDA,,
1/15/2010,Homicídio Doloso,SERRA,PLANALTO SERRANO,RUA ALTINOPOLIS,RISP 01,26,1 - Masculino,Não Informado,,
1/15/2010,Homicídio Doloso,VILA VELHA,GLORIA,TV DOM PEDRO II,RISP 01,22,1 - Masculino,PARDA,,
1/15/2010,Homicídio Doloso,VITORIA,BONFIM,AV PROF HERMINIO BLACKMAN,RISP 01,30,1 - Masculino,BRANCA,,
1/16/2010,Homicídio Doloso,CARIACICA,PORTO DE SANTANA,RUA BOM PASTOR,RISP 01,23,1 - Masculino,Não Informado,,
1/16/2010,Homicídio Doloso,LINHARES,AVISO,,RISP 02,25,1 - Masculino,Não Informado,,
1/16/2010,Homicídio Doloso,PEDRO CANARIO,CAMATA,RUA NATALIA MUNIZ DA SILVA,RISP 02,43,1 - Masculino,Não Informado,,
1/16/2010,Homicídio Doloso,SAO MATEUS,VILA NOVA,RUA COLOMBIA,RISP 02,30,1 - Masculino,Não Informado,,
1/17/2010,Homicídio Doloso,CARIACICA,ITAQUARI,RUA NOSSA SENHORA PENHA,RISP 01,19,1 - Masculino,PARDA,,
1/17/2010,Homicídio Doloso,CARIACICA,JARDIM AMERICA,RUA CANADA,RISP 01,41,1 - Masculino,Não Informado,,
1/17/2010,Homicídio Doloso,CARIACICA,NOVA ESPERANCA,RUA SOLEDADE,RISP 01,20,1 - Masculino,PARDA,,
1/17/2010,Homicídio Doloso,COLATINA,AYRTON SENNA,,RISP 04,39,1 - Masculino,Não Informado,,
1/17/2010,Homicídio Doloso,SANTA LEOPOLDINA,ZONA RURAL,ROD ES 355,RISP 05,29,1 - Masculino,PARDA,,
1/17/2010,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,RUA TABATINGA,RISP 01,17,1 - Masculino,Não Informado,,
1/17/2010,Homicídio Doloso,VILA VELHA,BOA VISTA,RUA PROJETADA CENTO E DOIS,RISP 01,37,1 - Masculino,Não Informado,,
1/17/2010,Homicídio Doloso,VITORIA,SAO PEDRO,RUA DA CORAGEM,RISP 01,18,1 - Masculino,PARDA,,
1/18/2010,Homicídio Doloso,SANTA MARIA DE JETIBA,CARAMURU,ROD ES 355,RISP 05,40,2 - Feminino,Não Informado,,
1/18/2010,Homicídio Doloso,VILA VELHA,DIVINO ESPIRITO SANTO,AV LUCIANO DAS NEVES,RISP 01,39,1 - Masculino,Não Informado,,
1/18/2010,Homicídio Doloso,VITORIA,BONFIM,RUA DORMY CORREA,RISP 01,36,2 - Feminino,PARDA,,
1/19/2010,Homicídio Doloso,BREJETUBA,ZONA RURAL,COR CAFE,RISP 05,50,1 - Masculino,PARDA,,
1/19/2010,Homicídio Doloso,COLATINA,MARIA ISMENIA,RUA ADELINA DALAPICOLLA,RISP 04,24,1 - Masculino,Não Informado,,
1/19/2010,Homicídio Doloso,PANCAS,ZONA RURAL,ROD ES 164,RISP 04,,1 - Masculino,Não Informado,,
1/19/2010,Homicídio Doloso,PEDRO CANARIO,LEONORIO,RUA VASCONCELOS,RISP 02,21,1 - Masculino,Não Informado,,
1/19/2010,Homicídio Doloso,VILA VELHA,ALECRIM,RUA JANUARIO,RISP 01,34,1 - Masculino,PARDA,,
1/19/2010,Homicídio Doloso,VILA VELHA,PONTA DA FRUTA,AV ANTONIO LEITE,RISP 01,32,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,BAIXO GUANDU,SAO VICENTE,RUA DOM PEDRO II,RISP 04,30,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,BARRA DE SAO FRANCISCO,MORRO DA COLINA,RUA ADONIRAN BARBOSA,RISP 04,17,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,GUARAPARI,AEROPORTO,ROD ES 060,RISP 01,39,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,SERRA,SERRA DOURADA,RUA ABNER F DE MATOS,RISP 01,21,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,RUA ITAMONTE,RISP 01,43,1 - Masculino,PARDA,,
1/20/2010,Homicídio Doloso,VIANA,CAMPO VERDE,RUA X,RISP 01,18,1 - Masculino,Não Informado,,
1/20/2010,Homicídio Doloso,VITORIA,JOANA DARC,TV MARIA RIBEIRO ALVARENGA,RISP 01,15,1 - Masculino,PARDA,,
1/20/2010,Homicídio Doloso,VITORIA,VILA RUBIM,AV ELIAS MIGUEL,RISP 01,30,1 - Masculino,BRANCA,,
1/21/2010,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,,RISP 01,26,1 - Masculino,BRANCA,,
1/21/2010,Homicídio Doloso,COLATINA,COLUMBIA,ROD BR 259,RISP 04,33,1 - Masculino,Não Informado,,
1/21/2010,Homicídio Doloso,COLATINA,SAO MARCOS,RDV RODOV DE COLATINA,RISP 04,37,1 - Masculino,Não Informado,,
1/21/2010,Homicídio Doloso,SERRA,CIDADE CONTINENTAL,RUA ALASCA,RISP 01,36,1 - Masculino,Não Informado,,
1/21/2010,Homicídio Doloso,VIANA,MARCILIO DE NORONHA,AV SAO PAULO,RISP 01,23,1 - Masculino,PARDA,,
1/21/2010,Homicídio Doloso,VITORIA,MORRO DO ROMAO,RUA AGUIAR FILHO,RISP 01,23,1 - Masculino,PARDA,,
1/22/2010,Homicídio Doloso,CARIACICA,PORTO DE SANTANA,ESC BOA VISTA,RISP 01,23,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,ARACRUZ,CENTRO,RUA THEODORICO LEAL,RISP 02,18,1 - Masculino,PARDA,,
1/23/2010,Homicídio Doloso,ARACRUZ,CUPIDO,RUA A UM,RISP 02,36,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,CARIACICA,CASTELO BRANCO,RUA DEZENOVE,RISP 01,47,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,CARIACICA,NOVA REPUBLICA,RUA RIO DE JANEIRO,RISP 01,25,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,LINHARES,NOVA ESPERANCA,AV BELOS MONTES,RISP 02,24,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,LINHARES,SANTA CRUZ,RUA VEREADOR JOAO PEDRO DA SILVA,RISP 02,,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,SERRA,NOVO HORIZONTE,RUA N,RISP 01,56,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,SERRA,NOVO HORIZONTE,RUA H,RISP 01,20,1 - Masculino,Não Informado,,
1/23/2010,Homicídio Doloso,VITORIA,PRAIA DO CANTO,RUA JOAO DA CRUZ,RISP 01,48,1 - Masculino,PARDA,,
1/23/2010,Homicídio Doloso,VITORIA,SANTO ANTONIO,AV DARIO LOURENCO DE SOUZA,RISP 01,4,1 - Masculino,PARDA,,
1/24/2010,Homicídio Doloso,CARIACICA,PORTO DE SANTANA,TV SANTA MARTA,RISP 01,17,1 - Masculino,PARDA,,
1/24/2010,Homicídio Doloso,PINHEIROS,SANTO ANTONIO,RUA DEDINHO,RISP 04,46,1 - Masculino,Não Informado,,
1/24/2010,Homicídio Doloso,VILA VALERIO,ZONA RURAL,RUA CORREGO PADRE FRANCISCO,RISP 02,54,1 - Masculino,Não Informado,,
1/24/2010,Homicídio Doloso,VILA VELHA,PRAIA DA COSTA,RUA GUILHERME DE FARIAS,RISP 01,,1 - Masculino,Não Informado,,
1/25/2010,Homicídio Doloso,BAIXO GUANDU,ZONA RURAL,ROD ES 164,RISP 04,49,1 - Masculino,Não Informado,,
1/25/2010,Homicídio Doloso,GUARAPARI,KUBITSCHEK,RUA BARAO RIO BRANCO,RISP 01,,1 - Masculino,Não Informado,,
1/25/2010,Homicídio Doloso,SERRA,GUARACIABA,RUA BOA ESPERANCA,RISP 01,26,1 - Masculino,Não Informado,,
1/25/2010,Homicídio Doloso,SOORETAMA,CENTRO,RUA JOSE LEONEL,RISP 02,29,1 - Masculino,PARDA,,
1/25/2010,Homicídio Doloso,VITORIA,NOSSA SENHORA DA CONSOLACAO,RUA ANTONIO ALEIXO,RISP 01,25,1 - Masculino,PARDA,,
1/26/2010,Homicídio Doloso,CASTELO,ZONA RURAL,ROD FUED NEMER,RISP 03,39,1 - Masculino,Não Informado,,
1/26/2010,Homicídio Doloso,SERRA,JACARAIPE,RUA NATALINO RIBEIRO,RISP 01,33,1 - Masculino,Não Informado,,
1/26/2010,Homicídio Doloso,VILA VELHA,ARIBIRI,AV CARLOS LINDENBERG,RISP 01,21,1 - Masculino,Não Informado,,
1/27/2010,Homicídio Doloso,CARIACICA,MORRO DA APARECIDA,RUA SOARES NEVES,RISP 01,25,1 - Masculino,Não Informado,,
1/27/2010,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA VINTE E OITO,RISP 01,31,2 - Feminino,Não Informado,,
1/27/2010,Homicídio Doloso,COLATINA,SAO MARCOS,RUA PRINCIPAL,RISP 04,23,1 - Masculino,Não Informado,,
1/27/2010,Homicídio Doloso,SAO MATEUS,CACIQUE,RUA CACIQUE II,RISP 02,16,1 - Masculino,PARDA,,
1/27/2010,Homicídio Doloso,SAO MATEUS,CENTRO,TV NICANOR MOTTA,RISP 02,34,1 - Masculino,PARDA,,
1/27/2010,Homicídio Doloso,SERRA,JACARAIPE,RUA WILSON MARTINS MOREIRA,RISP 01,39,1 - Masculino,Não Informado,,
1/27/2010,Homicídio Doloso,VITORIA,CONSOLACAO,ESC ILMA DE DEUS,RISP 01,15,1 - Masculino,PARDA,,
1/28/2010,Homicídio Doloso,CARIACICA,PROLAR,RUA CURUPAITY,RISP 01,,1 - Masculino,Não Informado,,
1/28/2010,Homicídio Doloso,DIVINO DE SAO LOURENCO,SANTA CRUZ,ROD ES 185,RISP 03,34,1 - Masculino,Não Informado,,
1/28/2010,Homicídio Doloso,SAO MATEUS,SANTO ANTONIO,ROD BR 101,RISP 02,16,1 - Masculino,Não Informado,,
1/28/2010,Homicídio Doloso,SERRA,ANDRE CARLONI,RUA A,RISP 01,24,1 - Masculino,Não Informado,,
1/28/2010,Homicídio Doloso,SERRA,CHACARA PARREIRAL,RUA PROJETADA CINQUENTA E TRES,RISP 01,17,1 - Masculino,Não Informado,,
1/28/2010,Homicídio Doloso,SERRA,COLINA DA SERRA,RUA B,RISP 01,,2 - Feminino,Não Informado,,
1/28/2010,Homicídio Doloso,VILA VELHA,JOCKEY DE ITAPARICA,AV CEARA,RISP 01,18,1 - Masculino,NEGRA,,
1/28/2010,Homicídio Doloso,VILA VELHA,PRAIA DA COSTA,AV CARIOCA,RISP 01,28,1 - Masculino,PARDA,,
1/28/2010,Homicídio Doloso,VITORIA,ILHA DAS CAIEIRAS,RUA U,RISP 01,21,1 - Masculino,PARDA,,
1/29/2010,Homicídio Doloso,BOA ESPERANÇA,ZONA RURAL,ROD ES 315,RISP 04,38,1 - Masculino,PARDA,,
1/29/2010,Homicídio Doloso,SERRA,CENTRAL CARAPINA,AV VITORIA,RISP 01,33,2 - Feminino,PARDA,,
1/30/2010,Homicídio Doloso,CARIACICA,FLEXAL,RUA F,RISP 01,28,1 - Masculino,Não Informado,,
1/30/2010,Homicídio Doloso,GUACUI,CENTRO,RUA ABEL BARBOSA LIMA,RISP 03,60,1 - Masculino,PARDA,,
1/30/2010,Homicídio Doloso,SERRA,ELDORADO,RUA CHUI,RISP 01,76,1 - Masculino,BRANCA,,
1/30/2010,Homicídio Doloso,SOORETAMA,ZONA RURAL,X,RISP 02,32,1 - Masculino,Não Informado,,
1/30/2010,Homicídio Doloso,VILA VELHA,PRIMEIRO DE MAIO,RUA SEBASTIAO INACIO DA SILVA,RISP 01,15,1 - Masculino,PARDA,,
1/30/2010,Homicídio Doloso,VITORIA,VILA RUBIM,BC S BARTOLOMEU,RISP 01,54,1 - Masculino,BRANCA,,
1/31/2010,Homicídio Doloso,BARRA DE SAO FRANCISCO,ZONA RURAL,ROD ES 320,RISP 04,,1 - Masculino,Não Informado,,
1/31/2010,Homicídio Doloso,CARIACICA,BOA SORTE,RUA DOM PEDRO II,RISP 01,45,2 - Feminino,PARDA,,
1/31/2010,Homicídio Doloso,CARIACICA,BOA SORTE,RUA DOM PEDRO II,RISP 01,39,2 - Feminino,Não Informado,,
1/31/2010,Homicídio Doloso,CARIACICA,CARIACICA SEDE,RUA NESTOR GOMES,RISP 01,36,1 - Masculino,Não Informado,,
1/31/2010,Homicídio Doloso,CARIACICA,RIO MARINHO,RUA BOM PASTOR,RISP 01,43,2 - Feminino,PARDA,,
1/31/2010,Homicídio Doloso,JAGUARE,ZONA RURAL,ROD DOM JOSE DALVIT,RISP 02,35,1 - Masculino,Não Informado,,
1/31/2010,Homicídio Doloso,LINHARES,CENTRO,AV GOV JONES DOS SANTOS NEVES,RISP 02,40,1 - Masculino,Não Informado,,
1/31/2010,Homicídio Doloso,SOORETAMA,ZONA RURAL,EST SOORETAMA,RISP 02,18,1 - Masculino,Não Informado,,
1/31/2010,Homicídio Doloso,VILA VELHA,ULISSES GUIMARAES,RUA RUI BARBOSA,RISP 01,25,1 - Masculino,PARDA,,
2/1/2010,Homicídio Doloso,COLATINA,SANTOS DUMONT,RUA TOPAZIO,RISP 04,17,1 - Masculino,PARDA,,
2/1/2010,Homicídio Doloso,PEDRO CANARIO,ZONA RURAL,EST CRISTAL X MONTANHA,RISP 02,24,1 - Masculino,NEGRA,,
2/1/2010,Homicídio Doloso,SERRA,JARDIM CARAPINA,RUA ANTONIO CARDOSO,RISP 01,15,1 - Masculino,Não Informado,,
2/1/2010,Homicídio Doloso,VIANA,AREINHA,RUA STA CATARINA,RISP 01,45,1 - Masculino,Não Informado,,
2/1/2010,Homicídio Doloso,VILA VELHA,TERRA VERMELHA,RUA VINTE E DOIS,RISP 01,15,2 - Feminino,Não Informado,,
2/2/2010,Homicídio Doloso,COLATINA,SAO SILVANO,TRAVESSA ANTONIO ENGRACIO,RISP 04,24,1 - Masculino,Não Informado,,
2/2/2010,Homicídio Doloso,GUARAPARI,KUBITSCHEK,RUA AMIZADE,RISP 01,34,1 - Masculino,Não Informado,,
2/2/2010,Homicídio Doloso,SAO MATEUS,COHAB,RUA TRINTA E DOIS,RISP 02,19,1 - Masculino,PARDA,,
2/2/2010,Homicídio Doloso,VILA VELHA,BARRAMARES,RUA BOA VISTA,RISP 01,59,1 - Masculino,PARDA,,
2/2/2010,Homicídio Doloso,VILA VELHA,CRISTOVAO COLOMBO,RUA FELISBERTO PINTO VIEIRA,RISP 01,17,1 - Masculino,Não Informado,,
2/3/2010,Homicídio Doloso,ARACRUZ,BARRA DO SAHY,RUA PRAIA BOA VIAGEM,RISP 02,31,2 - Feminino,BRANCA,,
2/3/2010,Homicídio Doloso,CARIACICA,PROLAR,RUA DEZ,RISP 01,42,1 - Masculino,PARDA,,
2/3/2010,Homicídio Doloso,PIUMA,CENTRO,RUA DES JOSE VICENTE,RISP 03,21,1 - Masculino,Não Informado,,
2/3/2010,Homicídio Doloso,SAO MATEUS,VILA NOVA,RUA QUITO,RISP 02,30,2 - Feminino,Não Informado,,
2/3/2010,Homicídio Doloso,SERRA,ELDORADO,RUA PARANAPANEMA,RISP 01,15,1 - Masculino,PARDA,,
2/3/2010,Homicídio Doloso,SERRA,SERRA DOURADA,RUA BUTITI,RISP 01,20,1 - Masculino,Não Informado,,
2/3/2010,Homicídio Doloso,VILA VELHA,SAO TORQUATO,RUA ADOLFO AMARO,RISP 01,38,1 - Masculino,Não Informado,,
2/3/2010,Homicídio Doloso,VITORIA,CONQUISTA,X,RISP 01,21,1 - Masculino,PARDA,,
2/3/2010,Homicídio Doloso,VITORIA,SAO PEDRO,RUA S JOAO,RISP 01,46,1 - Masculino,NEGRA,,
2/3/2010,Homicídio Doloso,VITORIA,TABUAZEIRO,RUA ANA MARCULINA MARQUES,RISP 01,17,1 - Masculino,PARDA,,
2/4/2010,Homicídio Doloso,ALTO RIO NOVO,ZONA RURAL,ROD LAURINDO BARBOSA,RISP 04,42,1 - Masculino,PARDA,,
2/4/2010,Homicídio Doloso,BAIXO GUANDU,ZONA RURAL,ROD BR 259,RISP 04,16,2 - Feminino,Não Informado,,
2/4/2010,Homicídio Doloso,CARIACICA,OPERARIO,RUA COMERCIARIOS,RISP 01,18,1 - Masculino,Não Informado,,
2/4/2010,Homicídio Doloso,GUARAPARI,IPIRANGA,RUA CACHOEIRO DE ITAPEMIRIM,RISP 01,15,1 - Masculino,Não Informado,,
2/4/2010,Homicídio Doloso,MANTENOPOLIS,ZONA RURAL,EST SAO JOSE DE MANT A COR S JOSE,RISP 04,18,1 - Masculino,Não Informado,,
2/4/2010,Homicídio Doloso,SAO MATEUS,CENTRO,TV DOUTOR MOSCOSO,RISP 02,24,1 - Masculino,NEGRA,,
2/4/2010,Homicídio Doloso,VIANA,VILA BETHANIA,RUA GOIAS,RISP 01,17,1 - Masculino,Não Informado,,
2/5/2010,Homicídio Doloso,CARIACICA,SEDE,CENTRAL,RISP 01,21,1 - Masculino,PARDA,,
2/5/2010,Homicídio Doloso,CONCEICAO DA BARRA,VILA DOS PESCADORES,RUA VINTE E DOIS DE NOVEMBRO,RISP 02,,1 - Masculino,Não Informado,,
2/5/2010,Homicídio Doloso,GUARAPARI,AEROPORTO,RUA ALIANCA,RISP 01,49,1 - Masculino,PARDA,,
2/5/2010,Homicídio Doloso,SERRA,NOVO PORTO CANOA,RUA JOSE DO PATROCINIO,RISP 01,27,1 - Masculino,BRANCA,,
2/6/2010,Homicídio Doloso,ARACRUZ,PORTAL DE SANTA CRUZ,ROD ES 010,RISP 02,27,1 - Masculino,PARDA,,
2/6/2010,Homicídio Doloso,ARACRUZ,PORTAL DE SANTA CRUZ,ROD ES 010,RISP 02,26,2 - Feminino,PARDA,,
2/6/2010,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,BNH,ROD ES 482,RISP 03,27,1 - Masculino,Não Informado,,
2/6/2010,Homicídio Doloso,CARIACICA,FLEXAL,RUA CASSIANO PEREIRA,RISP 01,27,2 - Feminino,Não Informado,,
2/6/2010,Homicídio Doloso,COLATINA,CENTRO,CONJUNTO FRANCISCO S OLMO,RISP 04,42,1 - Masculino,PARDA,,
2/6/2010,Homicídio Doloso,LINHARES,INTERLAGOS,RUA QUINZE DE NOVEMBRO,RISP 02,18,1 - Masculino,Não Informado,,
2/6/2010,Homicídio Doloso,SERRA,CARAPINA,TV GUARANI,RISP 01,27,1 - Masculino,PARDA,,
2/6/2010,Homicídio Doloso,VIANA,CANAA,ROD BR 262,RISP 01,55,1 - Masculino,Não Informado,,
2/6/2010,Homicídio Doloso,VIANA,VILA BETHANIA,RUA COLEGIO,RISP 01,33,1 - Masculino,PARDA,,
2/6/2010,Homicídio Doloso,VILA VELHA,COBILANDIA,RUA ANGELO BOTECHIA,RISP 01,20,1 - Masculino,PARDA,,
2/7/2010,Homicídio Doloso,CARIACICA,FLEXAL,RUA VINTE TRES DE AGOSTO,RISP 01,38,1 - Masculino,PARDA,,
2/7/2010,Homicídio Doloso,PINHEIROS,CENTRO,RUA SAO JOAO,RISP 04,18,1 - Masculino,Não Informado,,
2/7/2010,Homicídio Doloso,SAO MATEUS,ZONA RURAL,ETC BOA ESPERANCA,RISP 02,59,1 - Masculino,PARDA,,
2/7/2010,Homicídio Doloso,VILA VELHA,COBILANDIA,RUA BONFINOPOLIS,RISP 01,17,1 - Masculino,Não Informado,,
2/7/2010,Homicídio Doloso,VILA VELHA,CRISTOVAO COLOMBO,RUA FELISBERTO PINTO VIEIRA,RISP 01,25,1 - Masculino,Não Informado,,
2/7/2010,Homicídio Doloso,VITORIA,SANTO ANTONIO,TV MANOEL SOARES DE MELLO,RISP 01,27,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,ANCHIETA,PLANALTO DE ANCHIETA,ROD SOL,RISP 03,42,1 - Masculino,Não Informado,,
2/8/2010,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,UNIAO,RDV CACHOEIRO X SAFRA,RISP 03,,1 - Masculino,Não Informado,,
2/8/2010,Homicídio Doloso,CARIACICA,MORRO DA APARECIDA,RUA K,RISP 01,36,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,CARIACICA,NOVA CAMPO GRANDE,RUA VALDOMIRO SILVEIRA,RISP 01,19,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,CARIACICA,PRESIDENTE MEDICI,RUA BOM JESUS DE NAZARE,RISP 01,42,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,CARIACICA,SOTELANDIA,RUA ALEXANDRINA,RISP 01,30,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,GUARAPARI,PRAIA DO MORRO,AV MUNIR ABUD,RISP 01,19,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,ITAPEMIRIM,ZONA RURAL,RUA SOL,RISP 03,82,1 - Masculino,Não Informado,,
2/8/2010,Homicídio Doloso,LINHARES,JARDIM LAGUNA,RUA PROJETADA VINTE E QUATRO,RISP 02,,1 - Masculino,Não Informado,,
2/8/2010,Homicídio Doloso,SERRA,HELIO FERRAZ,RUA D TRES,RISP 01,41,1 - Masculino,Não Informado,,
2/8/2010,Homicídio Doloso,SERRA,NOVA CARAPINA,RUA MOEMA,RISP 01,34,1 - Masculino,PARDA,,
2/8/2010,Homicídio Doloso,VIANA,VILA BETHANIA,RUA LUIZA CAZOTTI,RISP 01,18,1 - Masculino,PARDA,,
2/9/2010,Homicídio Doloso,ECOPORANGA,ZONA RURAL,RUA CORREGO DAS ALMAS,RISP 04,31,1 - Masculino,PARDA,,
2/9/2010,Homicídio Doloso,VILA VELHA,NORMILIA,RUA OITO,RISP 01,43,1 - Masculino,PARDA,,
2/9/2010,Homicídio Doloso,VILA VELHA,SANTA RITA,RUA DESEMBARGADOR ERNESTO GUIMARAES,RISP 01,21,1 - Masculino,PARDA,,
2/10/2010,Homicídio Doloso,CARIACICA,SOTELANDIA,RUA MONTEIRO LOBATO,RISP 01,27,1 - Masculino,Não Informado,,
2/10/2010,Homicídio Doloso,CARIACICA,SOTEMA,RUA SÃO VICENTE,RISP 01,27,2 - Feminino,PARDA,,
2/10/2010,Homicídio Doloso,SERRA,CIDADE CONTINENTAL,RUA GROELANDIA,RISP 01,51,1 - Masculino,Não Informado,,
2/10/2010,Homicídio Doloso,SOORETAMA,ZONA RURAL,ROD BR 101,RISP 02,39,1 - Masculino,Não Informado,,
2/10/2010,Homicídio Doloso,VILA VELHA,BARRAMARES,AV SÃO JOSE,RISP 01,15,1 - Masculino,PARDA,,
2/10/2010,Homicídio Doloso,VILA VELHA,CENTRO,RUA CABO AILSON SIMOES,RISP 01,23,1 - Masculino,Não Informado,,
2/10/2010,Homicídio Doloso,VILA VELHA,SAO TORQUATO,AV SENADOR ROBERT KENNEDY,RISP 01,48,2 - Feminino,Não Informado,,
2/10/2010,Homicídio Doloso,VILA VELHA,TERRA VERMELHA,RUA S,RISP 01,15,1 - Masculino,PARDA,,
2/10/2010,Homicídio Doloso,VITORIA,SANTO ANTONIO,RUA ALEACYR PORTO,RISP 01,26,1 - Masculino,PARDA,,
2/11/2010,Homicídio Doloso,GUARAPARI,MUQUICABA,RUA JACY DOS REIS AZEVEDO,RISP 01,20,2 - Feminino,Não Informado,,
2/11/2010,Homicídio Doloso,NOVA VENECIA,ZONA RURAL,EST NOVA VENECIAXLUZILANDIA,RISP 04,36,1 - Masculino,Não Informado,,
2/11/2010,Homicídio Doloso,VILA VELHA,CRISTOVAO COLOMBO,RUA ANTONIO VIEIRA,RISP 01,34,2 - Feminino,PARDA,,
2/12/2010,Homicídio Doloso,GUARAPARI,COROADO,RUA AMAZONAS,RISP 01,30,1 - Masculino,Não Informado,,
2/12/2010,Homicídio Doloso,JAGUARE,ZONA RURAL,COR CAXIMBAUZINHO,RISP 02,28,1 - Masculino,Não Informado,,
2/12/2010,Homicídio Doloso,LINHARES,INTERLAGOS,RUA JOSE MARTINIANO DE ALENCAR,RISP 02,34,1 - Masculino,PARDA,,
2/13/2010,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,RUA WALECE DE CASTRO BARBOSA,RISP 03,27,1 - Masculino,PARDA,,
2/13/2010,Homicídio Doloso,CARIACICA,SANTO ANTONIO,RUA S PAULO,RISP 01,49,1 - Masculino,Não Informado,,
2/13/2010,Homicídio Doloso,ECOPORANGA,SANTA MONICA,RUA STA MONICA,RISP 04,54,1 - Masculino,Não Informado,,
2/13/2010,Homicídio Doloso,VILA VELHA,JABAETE,AV F,RISP 01,53,1 - Masculino,Não Informado,,
2/14/2010,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA ILDA,RISP 01,20,1 - Masculino,PARDA,,
2/14/2010,Homicídio Doloso,JAGUARE,SEAC,RUA LINHARES,RISP 02,25,1 - Masculino,Não Informado,,
2/14/2010,Homicídio Doloso,JAGUARE,SEAC,RUA SANTA TEREZA,RISP 02,36,1 - Masculino,Não Informado,,
2/14/2010,Homicídio Doloso,SAO ROQUE DO CANAA,ZONA RURAL,RUA SÃO JACINTO,RISP 05,,1 - Masculino,Não Informado,,
2/14/2010,Homicídio Doloso,SERRA,JARDIM LIMOEIRO,RUA PARANA,RISP 01,18,1 - Masculino,Não Informado,,
2/14/2010,Homicídio Doloso,SERRA,NOVA ALMEIDA,RUA UBERABA,RISP 01,16,1 - Masculino,Não Informado,,
2/15/2010,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,CENTRO,RUA NORTE,RISP 03,36,1 - Masculino,Não Informado,,
2/15/2010,Homicídio Doloso,SERRA,CONJUNTO FEU ROSA,RUA AVENCAS,RISP 01,19,1 - Masculino,PARDA,,
2/15/2010,Homicídio Doloso,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AV CIVITI,RISP 01,18,1 - Masculino,PARDA,,
2/15/2010,Homicídio Doloso,VITORIA,SANTA MARTA,RUA JOSE BENEDITO CRISTO,RISP 01,20,2 - Feminino,Não Informado,,
2/15/2010,Homicídio Doloso,VITORIA,SAO PEDRO,AV BEIRA MAR,RISP 01,42,2 - Feminino,PARDA,,
2/16/2010,Homicídio Doloso,CARIACICA,COLINA,RUA SERGIPE,RISP 01,19,1 - Masculino,Não Informado,,
2/16/2010,Homicídio Doloso,CARIACICA,IPIRANGA,RUA FLORENCIO FERREIRA JESUS,RISP 01,29,1 - Masculino,Não Informado,,
2/16/2010,Homicídio Doloso,CARIACICA,NOVA CANAA,RUA APOCALIPSE,RISP 01,27,1 - Masculino,Não Informado,,
2/16/2010,Homicídio Doloso,LINHARES,MOVELAR,RUA ONZE,RISP 02,45,1 - Masculino,Não Informado,,
2/16/2010,Homicídio Doloso,SERRA,VISTA DA SERRA,AV ARACRUZ,RISP 01,16,1 - Masculino,Não Informado,,
2/16/2010,Homicídio Doloso,VILA VELHA,PRAIA DOS RECIFES,RUA NETUNO,RISP 01,21,2 - Feminino,Não Informado,,
2/17/2010,Homicídio Doloso,BAIXO GUANDU,CENTRO,RUA 8 DE JULHO,RISP 04,16,1 - Masculino,Não Informado,,
2/17/2010,Homicídio Doloso,CARIACICA,FLEXAL,RUA DEZESSEIS DE MAIO,RISP 01,,1 - Masculino,Não Informado,,
2/17/2010,Homicídio Doloso,CARIACICA,ITANGUA,RUA ROSILVA,RISP 01,29,1 - Masculino,Não Informado,,
2/17/2010,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA QUARENTA E TRES,RISP 01,53,1 - Masculino,Não Informado,,
